0
8afef83229e92982ee59a10975fdcb2e,2022-01-31 04:13:31,4341935119980461,Cash Withdrawal,245.55,36.057380,-119.018483,Porterville,US,0
5ba03c798e75c982d9e5769e188ff67c,2022-02-03 17:13:31,4341935119980461,Cash Withdrawal,75.09,36.064030,-119.009759,Porterville,US,0
c19b615e1b73a38ca54d37306a7ede09,2022-02-07 06:13:31,4341935119980461,Cash Withdrawal,92.01,36.067915,-119.007981,Porterville,US,0
c368f57e513e7a621eca7e4266a9b821,2022-02-10 19:13:31,4341935119980461,Cash Withdrawal,5.94,36.063071,-119.016664,Porterville,US,0
698abb2c3e0e06510b37de5d3fe11db7,2022-02-14 08:13:31,4341935119980461,Cash Withdrawal,1216.9,36.061375,-119.024498,Porterville,US,0
b26e53f4ebd89421f6709bf2c9687efd,2022-01-29 03:54:14,4341935119980461,Cash Withdrawal,97.2,41.561300,-81.562541,Collinwood,US,0
40c00c1af498ea12115a01cea1187c7d,2022-02-01 08:54:14,4341935119980461,Cash Withdrawal,29.88,41.567685,-81.568714,Collinwood,US,0
a4436d2be973cd4527782ff4f5f5268e,2022-02-04 13:54:14,4341935119980461,Cash Withdrawal,16.82,41.560477,-81.575350,Collinwood,US,0
5457787557dc8a587321d21b2bbe1417,2022-02-07 18:54:14,4341935119980461,Cash Withdrawal,66.29,41.558164,-81.583647,Collinwood,US,0
9dd9daa82678e137d0bd4629fe34b78a,2022-02-10 23:54:14,4341935119980461,Cash Withdrawal,1.58,41.550937,-81.576954,Collinwood,US,0
dfe68678a7b0f41cbf6125341c14c5e3,2022-02-14 04:54:14,4341935119980461,Cash Withdrawal,70.84,41.544045,-81.574308,Collinwood,US,0
609116dc4f92a533f02a7f7307c6c8b4,2022-02-17 09:54:14,4341935119980461,Cash Withdrawal,980.01,41.553423,-81.566335,Collinwood,US,0
22104577496d4098d850e6f94c5bae56,2022-02-20 14:54:14,4341935119980461,Cash Withdrawal,39.39,41.546347,-81.574231,Collinwood,US,0
9d920c10f8586e9841db063d628a31e0,2022-02-07 18:33:51,4341935119980461,Cash Withdrawal,6.97,33.451089,-87.004747,Hueytown,US,0
70dae576ea1c461e6fe6987f6c97b83c,2022-02-10 21:33:51,4341935119980461,Cash Withdrawal,508.53,33.451329,-86.999060,Hueytown,US,0
0e5403a6733a8d28906f816a9fee5570,2022-02-14 00:33:51,4341935119980461,Cash Withdrawal,0.42,33.445076,-86.992552,Hueytown,US,0
2af0adcdd9a553da84348276649a8db1,2022-02-17 03:33:51,4341935119980461,Cash Withdrawal,22.1,33.450404,-86.994206,Hueytown,US,0
b8b0931cb254b3762b6f1feb15654e5f,2022-02-20 06:33:51,4341935119980461,Cash Withdrawal,51.39,33.458066,-86.992403,Hueytown,US,0
26854794dafb4aff882e683525e68324,2022-02-23 09:33:51,4341935119980461,Cash Withdrawal,5.02,33.460371,-86.993647,Hueytown,US,0
8de11bbcfef00760d309edf05b5ee308,2022-02-26 12:33:51,4341935119980461,Cash Withdrawal,90.03,33.453515,-87.000825,Hueytown,US,0
c9c156114dd8c40801c3e8ec16b48fd1,2022-03-01 15:33:51,4341935119980461,Cash Withdrawal,248.9,33.445306,-86.999485,Hueytown,US,0
38947c759ae9e657b453533b47218b82,2022-03-04 18:33:51,4341935119980461,Cash Withdrawal,63.4,33.446367,-87.005605,Hueytown,US,0
9126ee7e348f5feacff6e7219a9da7b3,2022-01-29 16:05:17,4341935119980461,Cash Withdrawal,0.12,39.331640,-76.444409,Middle River,US,0
e1d6fa1fe1bfff73de55d568f888696e,2022-02-03 05:05:17,4341935119980461,Cash Withdrawal,20.74,39.332298,-76.440171,Middle River,US,0
47bec286c2f9606f3ce0423e3fd24e11,2022-02-07 18:05:17,4341935119980461,Cash Withdrawal,16.23,39.328242,-76.444210,Middle River,US,0
87d59954f7db60d13069b8c7d630715c,2022-02-12 07:05:17,4341935119980461,Cash Withdrawal,976.67,39.323780,-76.441435,Middle River,US,0
aed6bad131c1d4d7f8aa7eca45f07997,2022-02-16 20:05:17,4341935119980461,Cash Withdrawal,253.99,39.318592,-76.448967,Middle River,US,0
185dd3305d93afac8d38b36aa2356fcc,2022-02-21 09:05:17,4341935119980461,Cash Withdrawal,994.68,39.327031,-76.456183,Middle River,US,0
4f39e21cd45dcfbbde448c2519bce9ce,2022-02-25 22:05:17,4341935119980461,Cash Withdrawal,83.35,39.327429,-76.464898,Middle River,US,0
34f0ab7a10f54b1a6b6b23b7bd946e80,2022-03-02 11:05:17,4341935119980461,Cash Withdrawal,74.76,39.331793,-76.465590,Middle River,US,0
